id,tên,loại,thành phần,option,option_json,canonical_description,structured_tags,health_profile,context_suitability,
406,sinh tố mận,thức uống,"mận, sữa, đường, đá","đá (nhiều/ít/không), sữa (nhiều/ít), đường (nhiều/ít)","{""đá"": [""nhiều"", ""ít"", ""không""], ""sữa"": [""nhiều"", ""ít""], ""đường"": [""nhiều"", ""ít""]}","Sinh tố mận là thức uống chua thanh, giàu vitamin C và chất xơ, hỗ trợ tiêu hóa. Phù hợp người táo bón; không phù hợp người dạ dày yếu.","{""type"":""thức uống"",""taste"":[""sweet"",""sour""],""ingredients"":[""mận"",""sữa"",""đường"",""đá""],""options"":[""đá (nhiều/ít/không)"",""sữa (nhiều/ít)"",""đường (nhiều/ít)""],""suitable_for"":[""constipation""],""avoid_for"":[""weak_stomach"",""gastritis""]}","{""good_for"":[""constipation""],""bad_for"":[""weak_stomach"",""gastritis""]}","{""morning"":true,""noon"":true,""evening"":true,""hot_weather"":true,""want_cold_food"":true}",
407,trà hoa cúc chanh mật ong,thức uống,"cúc, chanh, mật ong, đá","đá (nhiều/ít/không), mật ong (nhiều/ít), đường (nhiều/ít/không)","{""đá"": [""nhiều"", ""ít"", ""không""], ""mật_ong"": [""nhiều"", ""ít""], ""đường"": [""nhiều"", ""ít"", ""không""]}","Trà hoa cúc chanh mật ong là thức uống thanh mát, hỗ trợ giảm căng thẳng và giải nhiệt. Phù hợp người nóng trong người hoặc stress.","{""type"":""thức uống"",""taste"":[""sweet"",""sour"",""floral""],""ingredients"":[""cúc"",""chanh"",""mật ong"",""đá""],""options"":[""đá (nhiều/ít/không)"",""mật ong (nhiều/ít)"",""đường (nhiều/ít/không)""],""suitable_for"":[""body_heat"",""stress_relief""],""avoid_for"":[""diabetes""]}","{""good_for"":[""body_heat"",""stress_relief""],""bad_for"":[""diabetes""]}","{""morning"":true,""noon"":true,""evening"":true,""hot_weather"":true,""want_cold_food"":true,""need_relax"":true}",
408,nước ép ngó sen,thức uống,ngó sen ép,"đá (nhiều/ít/không), đường (nhiều/ít/không)","{""đá"": [""nhiều"", ""ít"", ""không""], ""đường"": [""nhiều"", ""ít"", ""không""]}","Nước ép ngó sen là thức uống thanh lọc cơ thể, lợi tiểu nhẹ và mát. Phù hợp người nóng trong người hoặc khó tiêu nhẹ.","{""type"":""thức uống"",""taste"":[""fresh""],""ingredients"":[""ngó sen ép""],""options"":[""đá (nhiều/ít/không)"",""đường (nhiều/ít/không)""],""suitable_for"":[""body_heat"",""poor_digestive_system""],""avoid_for"":[]}","{""good_for"":[""body_heat"",""poor_digestive_system""],""bad_for"":[]}","{""morning"":true,""noon"":true,""evening"":true,""hot_weather"":true,""want_cold_food"":true,""light_meal"":true}",
409,chè thạch dừa,đồ ăn,"thạch dừa, nước cốt dừa, đá","nước cốt dừa (nhiều/ít/không), đá (nhiều/ít/không), đường (nhiều/ít)","{""nước_cốt_dừa"": [""nhiều"", ""ít"", ""không""], ""đá"": [""nhiều"", ""ít"", ""không""], ""đường"": [""nhiều"", ""ít""]}","Chè thạch dừa là món giải khát, mát và dễ ăn. Phù hợp người nóng trong người; không phù hợp người tiểu đường.","{""type"":""đồ ăn"",""taste"":[""sweet""],""ingredients"":[""thạch dừa"",""nước cốt dừa"",""đá""],""options"":[""nước cốt dừa (nhiều/ít/không)"",""đá (nhiều/ít/không)"",""đường (nhiều/ít)""],""suitable_for"":[""body_heat""],""avoid_for"":[""diabetes""]}","{""good_for"":[""body_heat""],""bad_for"":[""diabetes""]}","{""morning"":false,""noon"":true,""evening"":true,""hot_weather"":true,""want_cold_food"":true}",
410,sinh tố táo,thức uống,"táo, sữa, đường, đá","đá (nhiều/ít/không), sữa (nhiều/ít), đường (nhiều/ít)","{""đá"": [""nhiều"", ""ít"", ""không""], ""sữa"": [""nhiều"", ""ít""], ""đường"": [""nhiều"", ""ít""]}","Sinh tố táo là thức uống ngọt nhẹ, giàu vitamin C và chất xơ, hỗ trợ tiêu hóa. Phù hợp người táo bón; không phù hợp người tiểu đường.","{""type"":""thức uống"",""taste"":[""sweet"",""fresh""],""ingredients"":[""táo"",""sữa"",""đường"",""đá""],""options"":[""đá (nhiều/ít/không)"",""sữa (nhiều/ít)"",""đường (nhiều/ít)""],""suitable_for"":[""constipation""],""avoid_for"":[""diabetes""]}","{""good_for"":[""constipation""],""bad_for"":[""diabetes""]}","{""morning"":true,""noon"":true,""evening"":true,""hot_weather"":true,""want_cold_food"":true,""in_a_hurry"":true}",
411,ram cuốn cải,đồ ăn,"ram, cải, rau thơm, nước chấm","rau (nhiều/ít/không), nước chấm (cay/không cay)","{""rau"": [""nhiều"", ""ít"", ""không""], ""nước_chấm"": [""cay"", ""không cay""]}","Ram cuốn cải là món chiên nhưng được ăn kèm cải và rau, giúp cân bằng dầu mỡ. Phù hợp người cần món giàu năng lượng; không phù hợp người béo phì.","{""type"":""đồ ăn"",""taste"":[""salty"",""savory""],""ingredients"":[""ram"",""cải"",""rau thơm"",""nước chấm""],""options"":[""rau (nhiều/ít/không)"",""nước chấm (cay/không cay)""],""suitable_for"":[""weight_gain""],""avoid_for"":[""obesity"",""heart_disease""]}","{""good_for"":[""weight_gain""],""bad_for"":[""obesity"",""heart_disease""]}","{""morning"":false,""noon"":true,""evening"":true,""hot_weather"":false,""cold_weather"":true,""with_friends"":true,""on_the_go"":true,""in_a_hurry"":true}",
412,cơm tấm sườn bì chả,đồ ăn,"cơm tấm, sườn, bì, chả, mỡ hành","sườn (nhiều/ít), bì (nhiều/ít), chả (nhiều/ít), mỡ hành (nhiều/ít/không), nước mắm (cay/không cay), đồ chua (nhiều/ít)","{""sườn"": [""nhiều"", ""ít""], ""bì"": [""nhiều"", ""ít""], ""chả"": [""nhiều"", ""ít""], ""mỡ_hành"": [""nhiều"", ""ít"", ""không""], ""nước_mắm"": [""cay"", ""không cay""], ""đồ_chua"": [""nhiều"", ""ít""]}","Cơm tấm sườn bì chả là món giàu năng lượng và chất béo. Phù hợp người cần bổ sung năng lượng; không phù hợp cao huyết áp, béo phì và tim mạch.","{""type"":""đồ ăn"",""taste"":[""savory"",""salty""],""ingredients"":[""cơm tấm"",""sườn"",""bì"",""chả"",""mỡ hành""],""options"":[""sườn (nhiều/ít)"",""bì (nhiều/ít)"",""chả (nhiều/ít)"",""mỡ hành (nhiều/ít/không)"",""nước mắm (cay/không cay)"",""đồ chua (nhiều/ít)""],""suitable_for"":[""weight_gain""],""avoid_for"":[""high_blood_pressure"",""obesity"",""heart_disease"",""fatty_liver""]}","{""good_for"":[""weight_gain""],""bad_for"":[""high_blood_pressure"",""obesity"",""heart_disease"",""fatty_liver""]}","{""morning"":false,""noon"":true,""evening"":true,""hot_weather"":false,""cold_weather"":true,""post_work"":true}",
413,bánh tráng trộn,đồ ăn,"bánh tráng, bò khô, trứng cút, sa tế, đậu phộng, hành phi","sa tế (nhiều/ít/không), bò khô (nhiều/ít), đậu phộng (nhiều/ít), hành phi (nhiều/ít)","{""sa_tế"": [""nhiều"", ""ít"", ""không""], ""bò_khô"": [""nhiều"", ""ít""], ""đậu_phộng"": [""nhiều"", ""ít""], ""hành_phi"": [""nhiều"", ""ít""]}","Bánh tráng trộn là món ăn vặt đậm vị, cay nhẹ và giàu năng lượng. Phù hợp người cần ăn nhẹ giàu năng lượng; không phù hợp người đau dạ dày.","{""type"":""đồ ăn"",""taste"":[""spicy"",""savory"",""sweet""],""ingredients"":[""bánh tráng"",""bò khô"",""trứng cút"",""sa tế"",""đậu phộng"",""hành phi""],""options"":[""sa tế (nhiều/ít/không)"",""bò khô (nhiều/ít)"",""đậu phộng (nhiều/ít)"",""hành phi (nhiều/ít)""],""suitable_for"":[""weight_gain""],""avoid_for"":[""gastritis"",""weak_stomach""]}","{""good_for"":[""weight_gain""],""bad_for"":[""gastritis"",""weak_stomach""]}","{""morning"":false,""noon"":true,""evening"":true,""with_friends"":true,""on_the_go"":true}",
414,bắp xào tôm khô,đồ ăn,"bắp, tôm khô, mỡ hành, bơ","tôm khô (nhiều/ít), mỡ hành (nhiều/ít/không), ớt (nhiều/ít/không)","{""tôm_khô"": [""nhiều"", ""ít""], ""mỡ_hành"": [""nhiều"", ""ít"", ""không""], ""ớt"": [""nhiều"", ""ít"", ""không""]}","Bắp xào tôm khô là món béo, mặn nhẹ và có độ ngọt tự nhiên từ bắp. Phù hợp người cần tăng năng lượng; không phù hợp người cao huyết áp.","{""type"":""đồ ăn"",""taste"":[""savory"",""salty"",""sweet""],""ingredients"":[""bắp"",""tôm khô"",""mỡ hành"",""bơ""],""options"":[""tôm khô (nhiều/ít)"",""mỡ hành (nhiều/ít/không)"",""ớt (nhiều/ít/không)""],""suitable_for"":[""weight_gain""],""avoid_for"":[""high_blood_pressure""]}","{""good_for"":[""weight_gain""],""bad_for"":[""high_blood_pressure""]}","{""morning"":false,""noon"":true,""evening"":true,""hot_weather"":false,""with_friends"":true}",
415,bún riêu,đồ ăn,"bún, riêu cua, đậu hũ, hành, cà chua, huyết, rau","riêu (nhiều/ít), huyết (có/không), đậu hũ (nhiều/ít/không), cà chua (nhiều/ít), hành (nhiều/ít/không), rau (nhiều/ít/không), mắm tôm (có/không), ớt (nhiều/ít/không)","{""riêu"": [""nhiều"", ""ít""], ""huyết"": [""có"", ""không""], ""đậu_hũ"": [""nhiều"", ""ít"", ""không""], ""cà_chua"": [""nhiều"", ""ít""], ""hành"": [""nhiều"", ""ít"", ""không""], ""rau"": [""nhiều"", ""ít"", ""không""], ""mắm_tôm"": [""có"", ""không""], ""ớt"": [""nhiều"", ""ít"", ""không""]}","Bún riêu là món nước thanh, giàu đạm và dễ tiêu. Phù hợp người tiêu hóa kém; không phù hợp người gout hoặc huyết áp cao nếu dùng nhiều mắm tôm.","{""type"":""đồ ăn"",""taste"":[""savory"",""sour""],""ingredients"":[""bún"",""riêu cua"",""đậu hũ"",""hành"",""cà chua"",""huyết"",""rau""],""options"":[""riêu (nhiều/ít)"",""huyết (có/không)"",""đậu hũ (nhiều/ít/không)"",""cà chua (nhiều/ít)"",""hành (nhiều/ít/không)"",""rau (nhiều/ít/không)"",""mắm tôm (có/không)"",""ớt (nhiều/ít/không)""],""suitable_for"":[""poor_digestive_system""],""avoid_for"":[""gout"",""high_blood_pressure""]}","{""good_for"":[""poor_digestive_system""],""bad_for"":[""gout"",""high_blood_pressure""]}","{""morning"":true,""noon"":true,""evening"":true,""hot_weather"":true,""rainy"":true,""want_hot_food"":true}",
416,bánh tráng cuốn,đồ ăn,"bánh tráng, rau, đồ chua, thịt/tôm (tuỳ loại)","rau (nhiều/ít/không), nước chấm (cay/không cay), đồ chua (nhiều/ít)","{""rau"": [""nhiều"", ""ít"", ""không""], ""nước_chấm"": [""cay"", ""không cay""], ""đồ_chua"": [""nhiều"", ""ít""]}","Bánh tráng cuốn là món ít béo, thanh nhẹ và dễ tiêu. Phù hợp người đang giảm cân hoặc hệ tiêu hóa kém.","{""type"":""đồ ăn"",""taste"":[""fresh"",""savory""],""ingredients"":[""bánh tráng"",""rau"",""đồ chua"",""thịt/tôm""],""options"":[""rau (nhiều/ít/không)"",""nước chấm (cay/không cay)"",""đồ chua (nhiều/ít)""],""suitable_for"":[""obesity"",""poor_digestive_system""],""avoid_for"":[]}","{""good_for"":[""obesity"",""poor_digestive_system""],""bad_for"":[]}","{""morning"":true,""noon"":true,""evening"":true,""hot_weather"":true,""on_the_go"":true,""light_meal"":true}",
417,Cá viên chiên,đồ ăn,"cá viên, tương ớt, tương cà, mayonnaise","cá viên (nhiều/ít), sốt (nhiều/ít), ớt (nhiều/ít/không)","{""cá_viên"": [""nhiều"", ""ít""], ""sốt"": [""nhiều"", ""ít""], ""ớt"": [""nhiều"", ""ít"", ""không""]}","Cá viên chiên là món chiên dầu, giàu natri và chất béo. Không phù hợp hầu hết tình trạng sức khỏe.","{""type"":""đồ ăn"",""taste"":[""savory"",""salty""],""ingredients"":[""cá viên"",""tương ớt"",""tương cà"",""mayonnaise""],""options"":[""cá viên (nhiều/ít)"",""sốt (nhiều/ít)"",""ớt (nhiều/ít/không)""],""suitable_for"":[],""avoid_for"":[""obesity"",""high_blood_pressure"",""heart_disease""]}","{""good_for"":[],""bad_for"":[""obesity"",""high_blood_pressure"",""heart_disease""]}","{""morning"":false,""noon"":true,""evening"":true,""with_friends"":true,""on_the_go"":true}",
418,gỏi gà xé phay,đồ ăn,"gà xé, rau thơm, hành tây, đậu phộng","đậu phộng (nhiều/ít/không), rau (nhiều/ít/không), nước chấm (cay/không cay)","{""đậu_phộng"": [""nhiều"", ""ít"", ""không""], ""rau"": [""nhiều"", ""ít"", ""không""], ""nước_chấm"": [""cay"", ""không cay""]}","Gỏi gà xé phay là món ít béo, giàu đạm và thanh mát. Phù hợp người béo phì hoặc cần tiêu hóa nhẹ; không phù hợp người dị ứng đậu phộng.","{""type"":""đồ ăn"",""taste"":[""fresh"",""savory""],""ingredients"":[""gà xé"",""rau thơm"",""hành tây"",""đậu phộng""],""options"":[""đậu phộng (nhiều/ít/không)"",""rau (nhiều/ít/không)"",""nước chấm (cay/không cay)""],""suitable_for"":[""obesity"",""poor_digestive_system""],""avoid_for"":[""nut_allergy""]}","{""good_for"":[""obesity"",""poor_digestive_system""],""bad_for"":[""nut_allergy""]}","{""morning"":true,""noon"":true,""evening"":true,""hot_weather"":true}",
419,gỏi ngó sen tôm thịt,đồ ăn,"ngó sen, tôm, thịt, rau thơm, đậu phộng","đậu phộng (nhiều/ít/không), rau (nhiều/ít/không), nước chấm (cay/không cay)","{""đậu_phộng"": [""nhiều"", ""ít"", ""không""], ""rau"": [""nhiều"", ""ít"", ""không""], ""nước_chấm"": [""cay"", ""không cay""]}","Gỏi ngó sen tôm thịt là món thanh mát, ít béo và giàu chất xơ. Phù hợp người táo bón, béo phì hoặc đang cần ăn nhẹ.","{""type"":""đồ ăn"",""taste"":[""fresh"",""savory""],""ingredients"":[""ngó sen"",""tôm"",""thịt"",""rau thơm"",""đậu phộng""],""options"":[""đậu phộng (nhiều/ít/không)"",""rau (nhiều/ít/không)"",""nước chấm (cay/không cay)""],""suitable_for"":[""constipation"",""obesity""],""avoid_for"":[""seafood_allergy"",""nut_allergy""]}","{""good_for"":[""constipation"",""obesity""],""bad_for"":[""seafood_allergy"",""nut_allergy""]}","{""morning"":true,""noon"":true,""evening"":true,""hot_weather"":true}",
420,hủ tiếu,đồ ăn,"hủ tiếu, thịt, hành, rau","thịt (nhiều/ít), hành (nhiều/ít/không), rau (nhiều/ít/không), ớt (có/không)","{""thịt"": [""nhiều"", ""ít""], ""hành"": [""nhiều"", ""ít"", ""không""], ""rau"": [""nhiều"", ""ít"", ""không""], ""ớt"": [""có"", ""không""]}","Hủ tiếu là món nước thanh, dễ tiêu và ít béo. Phù hợp người hệ tiêu hóa kém; không phù hợp người cao huyết áp nếu dùng nhiều nước mắm.","{""type"":""đồ ăn"",""taste"":[""savory""],""ingredients"":[""hủ tiếu"",""thịt"",""hành"",""rau""],""options"":[""thịt (nhiều/ít)"",""hành (nhiều/ít/không)"",""rau (nhiều/ít/không)"",""ớt (có/không)""],""suitable_for"":[""poor_digestive_system""],""avoid_for"":[""high_blood_pressure""]}","{""good_for"":[""poor_digestive_system""],""bad_for"":[""high_blood_pressure""]}","{""morning"":true,""noon"":true,""evening"":true,""hot_weather"":true,""want_hot_food"":true}",
421,bánh canh giò heo,đồ ăn,"bánh canh, giò heo, hành, rau","giò heo (nhiều/ít), hành (nhiều/ít/không), rau (nhiều/ít/không), ớt (có/không)","{""giò_heo"": [""nhiều"", ""ít""], ""hành"": [""nhiều"", ""ít"", ""không""], ""rau"": [""nhiều"", ""ít"", ""không""], ""ớt"": [""có"", ""không""]}","Bánh canh giò heo là món nước béo, giàu năng lượng và đạm. Phù hợp người cần tăng cân; không phù hợp người cao huyết áp và tim mạch.","{""type"":""đồ ăn"",""taste"":[""savory""],""ingredients"":[""bánh canh"",""giò heo"",""hành"",""rau""],""options"":[""giò heo (nhiều/ít)"",""hành (nhiều/ít/không)"",""rau (nhiều/ít/không)"",""ớt (có/không)""],""suitable_for"":[""weight_gain""],""avoid_for"":[""high_blood_pressure"",""heart_disease"",""high_cholesterol""]}","{""good_for"":[""weight_gain""],""bad_for"":[""high_blood_pressure"",""heart_disease"",""high_cholesterol""]}","{""morning"":false,""noon"":true,""evening"":true,""cold_weather"":true,""want_hot_food"":true}",
422,mì hoành thánh,đồ ăn,"mì, hoành thánh, rau, hành","hoành thánh (nhiều/ít), hành (nhiều/ít/không), rau (nhiều/ít/không), ớt (có/không)","{""hoành_thánh"": [""nhiều"", ""ít""], ""hành"": [""nhiều"", ""ít"", ""không""], ""rau"": [""nhiều"", ""ít"", ""không""], ""ớt"": [""có"", ""không""]}","Mì hoành thánh là món nước thanh nhẹ, dễ tiêu. Phù hợp người hệ tiêu hóa kém; không phù hợp người cao huyết áp nếu dùng nhiều nước mắm.","{""type"":""đồ ăn"",""taste"":[""savory""],""ingredients"":[""mì"",""hoành thánh"",""rau"",""hành""],""options"":[""hoành thánh (nhiều/ít)"",""hành (nhiều/ít/không)"",""rau (nhiều/ít/không)"",""ớt (có/không)""],""suitable_for"":[""poor_digestive_system""],""avoid_for"":[""high_blood_pressure""]}","{""good_for"":[""poor_digestive_system""],""bad_for"":[""high_blood_pressure""]}","{""morning"":true,""noon"":true,""evening"":true,""want_hot_food"":true}",
423,mì xá xíu,đồ ăn,"mì, thịt xá xíu, rau, hành","xá xíu (nhiều/ít), hành (nhiều/ít/không), rau (nhiều/ít/không), ớt (có/không)","{""xá_xíu"": [""nhiều"", ""ít""], ""hành"": [""nhiều"", ""ít"", ""không""], ""rau"": [""nhiều"", ""ít"", ""không""], ""ớt"": [""có"", ""không""]}","Mì xá xíu là món khô hoặc nước đậm vị, giàu đạm và béo nhẹ. Phù hợp người thiếu máu; không phù hợp người cao huyết áp.","{""type"":""đồ ăn"",""taste"":[""savory"",""sweet""],""ingredients"":[""mì"",""thịt xá xíu"",""rau"",""hành""],""options"":[""xá xíu (nhiều/ít)"",""hành (nhiều/ít/không)"",""rau (nhiều/ít/không)"",""ớt (có/không)""],""suitable_for"":[""anemia""],""avoid_for"":[""high_blood_pressure"",""obesity""]}","{""good_for"":[""anemia""],""bad_for"":[""high_blood_pressure"",""obesity""]}","{""morning"":true,""noon"":true,""evening"":true}",
